"NAME","P0040001","P0040003","P0050003","P0050004","P0050005","P0050006","P0050007","P0050008","P0050009","H0040001","H0040002","H0040003","H0040004","H0050001","H0050002","H0050003","H0050004","H0050005","H0050006","H0050007","H0050008","P0120003","P0120004","P0120005","P0120006","P0120007","P0120008","P0120009","P0120010","P0120011","P0120012","P0120013","P0120014","P0120015","P0120016","P0120017","P0120018","P0120019","P0120020","P0120021","P0120022","P0120023","P0120024","P0120025","P0120027","P0120028","P0120029","P0120030","P0120031","state","county","tract","block.group","NAME.1","P0120032","P0120033","P0120034","P0120035","P0120036","P0120037","P0120038","P0120039","P0120040","P0120041","P0120042","P0120043","P0120044","P0120045","P0120046","P0120047","P0120048","P0120049","P0180001","P0180003","P0180005","P0180006","P0180008","P0180009","state.1","county.1","tract.1","block.group.1","TRACT_BLOC"
"Block Group 1",884,673,166,26,0,16,0,3,0,250,130,44,76,21,12,2,6,0,0,0,1,30,36,41,17,14,7,5,27,42,36,30,29,32,30,26,1,12,3,7,6,5,5,5,40,37,27,23,12,"17","031","640800","1","Block Group 1",7,5,24,37,36,37,26,22,28,18,9,17,4,5,3,1,8,12,250,134,25,34,46,11,"17","031","640800","1","6408001"
"Block Group 2",832,610,173,27,0,6,1,9,6,246,141,51,54,16,7,1,6,0,0,0,2,33,22,33,24,8,8,7,19,33,27,40,32,24,28,21,8,7,9,8,7,1,7,2,33,36,29,18,17,"17","031","640800","2","Block Group 2",6,12,25,27,21,24,30,21,32,28,5,10,10,7,7,13,6,7,246,133,18,35,57,3,"17","031","640800","2","6408002"
"Block Group 1",1356,1134,171,40,0,5,0,2,4,335,165,55,115,27,6,2,5,8,1,0,5,56,61,63,43,26,14,10,47,59,52,50,41,41,44,28,8,9,6,9,10,8,5,3,52,63,68,24,26,"17","031","650100","1","Block Group 1",14,15,26,41,58,50,47,42,41,29,4,13,3,8,12,14,6,7,335,175,40,56,54,10,"17","031","650100","1","6501001"
"Block Group 2",1297,1161,125,5,0,1,0,1,4,293,190,39,64,20,2,0,2,0,0,0,16,57,65,63,38,21,12,11,35,56,61,66,49,25,50,31,9,11,4,8,11,1,4,0,56,60,55,39,25,"17","031","650100","2","Block Group 2",10,8,23,43,45,69,30,30,36,23,5,11,9,12,4,7,4,5,293,179,31,47,29,7,"17","031","650100","2","6501002"
"Block Group 3",1042,835,113,61,6,18,0,1,8,286,149,32,105,28,9,0,6,0,0,0,13,64,40,41,17,13,5,5,24,45,41,38,37,31,42,23,7,8,5,10,6,5,6,2,38,49,41,39,18,"17","031","650100","3","Block Group 3",10,13,27,42,38,35,39,29,23,25,5,12,11,4,10,6,9,4,286,137,25,54,51,19,"17","031","650100","3","6501003"
"Block Group 4",1121,945,120,47,0,8,0,0,1,289,163,43,83,15,1,0,6,1,0,0,7,47,48,48,27,10,14,11,33,43,57,47,43,33,31,23,12,12,8,11,8,4,5,9,45,55,39,19,11,"17","031","650100","4","Block Group 4",9,9,18,56,41,39,38,29,33,33,12,11,4,8,9,4,9,6,289,162,31,44,39,13,"17","031","650100","4","6501004"
"Block Group 1",1259,1008,227,7,1,10,0,0,6,354,163,65,126,26,11,0,1,1,2,0,11,65,51,50,27,22,7,9,20,59,61,44,38,44,27,32,14,10,3,8,13,8,8,7,56,61,41,27,14,"17","031","650200","1","Block Group 1",12,7,28,56,54,43,38,30,35,33,10,17,10,8,18,12,6,16,354,196,34,61,52,11,"17","031","650200","1","6502001"
"Block Group 2",1551,1238,277,23,2,2,0,0,9,425,216,73,136,21,8,0,2,0,0,0,11,74,87,72,43,26,10,14,35,50,64,77,57,49,38,38,9,18,4,10,14,9,5,4,63,60,71,28,24,"17","031","650200","2","Block Group 2",10,11,29,51,54,63,50,49,46,31,17,16,14,11,12,14,10,10,425,233,34,60,86,12,"17","031","650200","2","6502002"
"Block Group 3",1433,1161,251,6,3,10,0,0,2,367,167,55,145,37,13,0,5,0,0,0,19,64,84,69,39,24,11,10,29,50,79,64,51,25,23,28,6,8,8,12,10,7,6,9,73,61,68,39,16,"17","031","650200","3","Block Group 3",19,16,33,48,72,56,43,36,28,30,5,15,8,7,21,3,9,11,367,190,35,63,64,15,"17","031","650200","3","6502003"
"Block Group 4",1408,1061,302,41,0,1,0,0,3,378,199,74,105,16,3,0,1,1,2,0,9,59,63,58,32,19,11,12,34,64,71,62,47,32,31,53,13,12,7,5,4,5,8,9,47,63,59,34,22,"17","031","650200","4","Block Group 4",8,10,29,57,53,55,44,36,46,37,9,17,5,10,9,15,16,16,378,188,26,73,72,19,"17","031","650200","4","6502004"
"Block Group 5",860,627,207,22,1,1,0,1,1,255,113,46,96,32,4,0,5,0,6,3,14,32,22,34,21,8,9,2,21,42,30,37,33,29,21,20,9,6,6,5,10,2,3,2,35,53,35,19,12,"17","031","650200","5","Block Group 5",8,9,21,33,39,40,23,28,23,17,7,12,4,12,8,7,5,6,255,129,24,40,48,14,"17","031","650200","5","6502005"
"Block Group 6",809,546,231,15,0,14,0,0,3,254,98,35,121,23,10,0,3,1,2,0,7,38,34,20,15,12,5,4,25,28,41,36,21,29,27,20,6,10,4,1,5,6,6,6,34,34,36,14,14,"17","031","650200","6","Block Group 6",8,8,19,28,40,31,17,19,34,22,6,6,5,7,8,6,6,8,254,129,22,42,54,7,"17","031","650200","6","6502006"
"Block Group 1",1275,1030,228,10,1,4,0,1,1,350,176,53,121,21,6,0,9,0,0,0,6,55,51,58,21,19,9,10,30,64,54,61,31,30,37,36,8,11,8,8,5,8,7,4,55,65,49,25,11,"17","031","650301","1","Block Group 1",11,6,33,66,65,36,41,31,47,33,17,4,6,9,10,11,7,12,350,193,27,62,56,12,"17","031","650301","1","6503011"
"Block Group 2",1842,1412,406,13,0,5,0,2,4,464,336,82,46,22,2,0,2,2,1,0,15,72,76,85,46,38,11,14,43,66,79,66,60,52,57,45,15,16,11,10,9,13,10,8,60,76,104,51,31,"17","031","650301","2","Block Group 2",12,10,50,71,68,73,54,68,54,40,16,19,7,9,16,14,16,21,464,285,35,65,65,14,"17","031","650301","2","6503012"
"Block Group 3",1444,1155,248,27,0,3,1,3,7,390,237,62,91,17,1,0,6,0,0,0,10,67,75,68,37,27,15,7,26,51,73,65,42,49,46,29,13,10,9,8,11,4,4,10,58,70,53,33,17,"17","031","650301","3","Block Group 3",11,11,30,60,56,59,49,43,32,27,9,9,9,12,17,4,10,19,390,212,40,73,55,10,"17","031","650301","3","6503013"
"Block Group 4",1150,907,219,4,2,14,0,0,4,297,178,52,67,11,1,0,4,3,1,0,2,44,58,63,36,15,6,6,22,48,51,48,34,38,34,21,4,14,4,5,9,7,4,2,53,40,63,32,19,"17","031","650301","4","Block Group 4",8,5,15,48,50,44,38,29,28,34,5,18,5,10,8,9,7,9,297,182,16,45,45,9,"17","031","650301","4","6503014"
"Block Group 1",1972,1648,223,87,1,9,0,0,4,480,286,60,134,41,10,0,16,1,0,0,14,94,84,75,55,27,14,9,62,93,96,67,73,53,60,46,15,12,15,12,14,5,9,4,82,84,89,65,35,"17","031","650302","1","Block Group 1",13,13,52,72,69,75,79,58,55,46,16,18,11,12,17,5,5,7,480,291,36,71,69,13,"17","031","650302","1","6503021"
"Block Group 2",2372,2060,259,40,3,4,1,0,5,541,349,112,80,43,3,0,15,0,0,0,25,115,106,103,65,51,18,19,61,106,82,104,83,70,58,56,26,20,10,13,11,10,13,7,110,98,116,59,39,"17","031","650302","2","Block Group 2",17,17,44,87,93,94,61,75,65,54,20,19,9,15,25,19,13,16,541,340,46,83,57,15,"17","031","650302","2","6503022"
"Block Group 1",1037,895,112,19,0,3,0,4,4,251,190,36,25,10,0,0,5,0,0,0,5,46,55,40,16,18,6,11,34,35,38,52,35,36,24,24,9,4,6,8,5,9,4,4,48,45,51,24,17,"17","031","650400","1","Block Group 1",12,5,23,43,43,39,29,30,28,30,8,7,5,4,7,5,8,7,251,149,28,34,35,5,"17","031","650400","1","6504001"
"Block Group 2",1133,962,118,43,0,10,0,0,0,272,185,54,33,18,1,0,13,1,0,0,3,49,48,65,30,19,10,5,21,37,47,46,37,34,30,13,5,17,6,16,10,3,1,2,51,44,61,32,19,"17","031","650400","2","Block Group 2",10,10,29,45,51,45,31,28,29,22,10,14,9,9,8,8,8,9,272,168,21,43,32,8,"17","031","650400","2","6504002"
"Block Group 3",1667,1349,106,193,1,17,0,0,1,386,224,63,99,25,7,0,13,1,0,0,4,66,70,89,45,27,13,13,41,87,74,80,50,33,40,37,14,5,3,15,6,6,6,11,85,85,79,46,30,"17","031","650400","3","Block Group 3",17,5,30,59,55,72,50,39,54,32,14,14,8,17,8,11,15,11,386,213,46,78,35,14,"17","031","650400","3","6504003"
"Block Group 4",1456,1242,119,66,0,22,0,0,7,340,225,51,64,14,2,0,7,2,0,0,3,62,69,74,45,18,19,12,33,60,51,57,56,50,38,25,15,15,5,4,9,8,4,5,65,56,73,40,19,"17","031","650400","4","Block Group 4",8,14,39,69,35,58,42,45,44,26,13,11,9,9,14,11,14,8,340,201,37,51,47,4,"17","031","650400","4","6504004"
"Block Group 5",1450,1244,159,34,0,11,0,0,2,358,232,78,48,13,2,0,5,1,0,0,5,65,78,66,27,23,8,7,34,48,79,51,55,46,33,38,12,12,1,9,16,6,10,8,51,70,60,35,25,"17","031","650400","5","Block Group 5",15,11,34,51,67,48,44,38,35,49,11,12,6,8,13,10,11,14,358,221,31,48,50,8,"17","031","650400","5","6504005"
"Block Group 1",1210,1019,152,14,1,10,0,1,13,293,195,50,48,19,5,0,4,1,2,0,7,55,61,60,37,26,10,14,31,48,44,53,49,39,22,26,7,14,5,6,7,7,1,8,49,58,47,26,23,"17","031","650500","1","Block Group 1",7,10,20,42,45,55,49,36,26,22,6,14,4,6,10,9,7,9,293,190,23,39,33,8,"17","031","650500","1","6505001"
"Block Group 2",1494,1228,232,19,3,9,1,0,2,377,264,72,41,20,1,0,9,2,1,0,7,67,73,63,29,32,12,13,32,51,62,68,55,47,44,26,12,8,6,7,18,8,7,4,64,78,48,39,21,"17","031","650500","2","Block Group 2",8,7,31,59,71,46,63,36,38,37,8,13,9,6,26,11,16,15,377,233,31,50,52,11,"17","031","650500","2","6505002"
"Block Group 3",1717,802,319,554,3,19,0,2,18,731,435,104,192,77,13,0,33,0,0,0,31,74,35,54,38,26,14,10,40,77,63,55,51,36,39,40,19,22,9,12,21,14,17,25,62,62,34,35,13,"17","031","650500","3","Block Group 3",9,12,30,63,77,65,57,50,72,66,20,27,11,22,18,26,33,62,731,237,30,134,309,21,"17","031","650500","3","6505003"
"Block Group 1",1785,1149,38,586,0,0,0,0,12,485,145,21,319,156,59,0,12,0,2,0,83,100,105,85,43,24,11,14,38,84,74,69,62,44,49,21,17,15,8,11,9,5,1,0,103,81,83,35,28,"17","031","660301","1","Block Group 1",14,14,54,79,79,69,53,46,43,46,14,22,7,10,3,7,2,4,485,182,47,134,99,23,"17","031","660301","1","6603011"
"Block Group 1",1239,1044,42,150,0,2,0,0,1,286,136,27,123,36,13,0,8,0,0,0,15,67,79,45,37,13,14,8,34,56,53,45,44,34,24,23,11,9,4,8,6,4,1,0,64,66,60,29,12,"17","031","660302","1","Block Group 1",19,12,27,52,41,48,41,34,34,20,13,19,7,8,8,1,3,2,286,153,31,60,38,4,"17","031","660302","1","6603021"
"Block Group 2",1448,1014,57,354,4,3,0,9,7,391,93,14,284,45,22,0,7,0,0,0,16,98,65,67,28,24,11,6,40,72,68,60,50,21,41,30,6,13,4,5,8,5,5,1,73,68,63,33,25,"17","031","660302","2","Block Group 2",10,14,44,79,61,55,47,43,34,27,7,10,3,5,2,6,6,5,391,151,43,101,75,21,"17","031","660302","2","6603022"
"Block Group 3",1379,1044,39,288,0,4,0,2,2,349,128,27,194,39,12,0,4,0,0,0,23,58,46,56,37,26,18,15,40,73,68,50,43,41,33,31,6,14,7,11,8,4,1,0,69,70,54,35,29,"17","031","660302","3","Block Group 3",15,13,34,49,59,52,47,53,40,34,7,10,2,4,8,6,1,2,349,153,38,77,66,15,"17","031","660302","3","6603023"
"Block Group 4",1461,954,29,456,0,11,0,5,6,369,157,24,188,57,17,0,7,0,2,0,31,67,94,70,42,25,9,13,48,61,53,58,49,44,56,19,6,5,4,11,5,4,4,1,78,60,52,43,29,"17","031","660302","4","Block Group 4",16,8,26,83,57,45,50,40,42,28,9,13,7,6,7,6,4,4,369,150,37,112,56,14,"17","031","660302","4","6603024"
"Block Group 1",1523,1369,76,62,1,7,0,2,6,355,176,33,146,29,12,1,3,0,1,0,12,66,62,66,34,34,12,18,40,69,76,48,52,53,44,29,8,11,8,11,9,1,5,0,83,69,69,40,34,"17","031","660400","1","Block Group 1",9,17,47,64,54,51,49,56,29,35,8,12,9,12,6,5,4,5,355,196,29,60,56,14,"17","031","660400","1","6604001"
"Block Group 2",1434,1135,103,188,0,1,1,3,3,411,136,21,254,26,18,1,0,0,0,0,7,82,66,56,30,13,10,11,37,65,60,53,55,48,42,23,9,6,5,9,8,0,1,4,82,61,62,36,33,"17","031","660400","2","Block Group 2",11,15,44,59,52,61,42,42,43,24,10,10,6,9,16,11,5,7,411,151,39,80,115,26,"17","031","660400","2","6604002"
"Block Group 3",1357,1256,87,10,0,1,0,0,3,296,164,22,110,29,9,0,6,5,0,0,9,75,85,61,44,29,11,8,36,59,54,56,48,35,31,17,9,9,3,9,3,3,3,3,71,75,74,35,18,"17","031","660400","3","Block Group 3",7,9,28,60,50,42,56,31,33,26,7,10,5,11,4,8,4,2,296,195,34,40,21,6,"17","031","660400","3","6604003"
"Block Group 4",1646,1479,120,40,3,0,0,0,4,346,223,38,85,22,4,2,6,0,0,0,10,77,96,63,47,25,16,17,46,73,63,55,78,52,41,24,9,11,9,4,3,9,7,1,84,70,102,49,34,"17","031","660400","4","Block Group 4",19,9,38,64,50,73,59,41,33,30,9,17,5,6,11,10,5,2,346,226,30,55,27,8,"17","031","660400","4","6604004"
"Block Group 1",1265,987,120,148,1,4,0,0,5,362,129,25,208,42,25,1,7,0,0,0,9,51,49,78,37,14,11,9,30,48,47,58,31,42,29,25,11,14,7,9,15,9,8,5,54,63,41,38,20,"17","031","660500","1","Block Group 1",8,10,25,45,65,39,27,32,30,18,6,17,6,14,20,25,9,16,362,150,33,51,115,13,"17","031","660500","1","6605001"
"Block Group 2",1592,1207,119,250,0,10,0,1,5,388,152,32,204,22,6,4,2,2,1,0,7,73,89,71,44,32,10,16,38,83,61,59,51,38,47,32,11,6,10,8,10,5,8,9,86,61,70,37,29,"17","031","660500","2","Block Group 2",8,13,51,69,64,42,56,48,38,40,10,13,5,6,5,9,10,11,388,184,38,83,69,14,"17","031","660500","2","6605002"
"Block Group 3",1220,1012,96,104,1,1,0,0,6,275,156,21,98,30,14,0,6,2,0,0,8,54,54,56,53,25,12,12,42,49,50,26,50,34,26,25,5,9,5,4,8,5,4,2,54,63,54,46,21,"17","031","660500","3","Block Group 3",5,9,32,48,39,55,41,41,24,24,7,14,4,5,9,5,5,5,275,155,21,60,29,10,"17","031","660500","3","6605003"
"Block Group 4",1457,1191,127,128,2,7,0,0,2,284,145,33,106,29,5,1,2,3,2,0,16,69,80,81,39,25,10,9,30,39,65,68,67,45,42,34,12,10,6,2,13,4,2,4,58,68,78,48,26,"17","031","660500","4","Block Group 4",12,7,32,49,64,67,45,37,32,25,10,8,5,8,8,4,2,8,284,177,32,39,28,8,"17","031","660500","4","6605004"
"Block Group 1",863,50,11,787,11,0,0,0,4,280,86,8,186,137,46,2,13,3,0,0,73,31,23,37,33,30,17,9,17,26,20,26,28,27,32,22,10,7,3,5,4,3,0,1,40,31,24,32,21,"17","031","660600","1","Block Group 1",6,14,20,32,24,24,24,46,29,40,7,9,4,15,5,4,0,1,280,59,18,128,65,10,"17","031","660600","1","6606001"
"Block Group 2",1193,204,15,960,1,4,0,0,9,316,103,18,195,70,25,0,8,2,1,0,34,59,53,55,31,21,12,6,29,41,42,20,39,26,26,29,12,8,7,9,9,4,1,0,65,54,61,33,21,"17","031","660600","2","Block Group 2",14,15,33,59,26,39,48,50,41,33,12,9,10,9,5,6,10,1,316,98,25,122,60,11,"17","031","660600","2","6606002"
"Block Group 3",1182,453,42,676,3,0,0,0,8,354,113,12,229,124,65,0,10,0,0,0,49,49,43,64,37,15,14,13,32,44,46,26,31,44,26,38,16,10,4,8,11,4,2,0,65,36,38,29,15,"17","031","660600","3","Block Group 3",9,7,35,55,35,43,48,48,41,40,14,14,8,8,11,2,3,1,354,129,24,105,78,18,"17","031","660600","3","6606003"
"Block Group 4",1404,785,34,570,7,1,0,0,7,380,121,14,245,80,41,0,3,2,1,0,33,80,68,59,45,19,17,10,31,54,43,40,43,33,44,30,7,17,5,10,11,9,5,2,68,86,63,32,25,"17","031","660600","4","Block Group 4",14,10,42,66,45,48,39,51,39,35,9,15,6,8,12,5,1,3,380,131,37,118,66,28,"17","031","660600","4","6606004"
"Block Group 5",1691,883,69,719,0,6,0,4,10,534,134,21,379,68,22,0,4,1,0,0,41,96,78,71,52,21,12,17,58,78,65,68,45,40,43,39,9,7,2,7,6,2,3,1,81,70,86,46,27,"17","031","660600","5","Block Group 5",15,26,36,78,90,63,33,71,49,48,13,12,2,7,6,6,4,2,534,149,43,152,160,30,"17","031","660600","5","6606005"
"Block Group 1",1164,43,13,1081,4,13,0,0,10,264,138,34,92,41,14,1,10,0,1,0,15,35,48,54,38,18,12,6,27,35,23,32,51,39,46,31,19,9,4,14,12,6,8,1,39,43,52,46,21,"17","031","660700","1","Block Group 1",16,11,19,35,36,37,38,45,31,33,11,18,14,8,20,10,8,5,264,67,24,115,51,7,"17","031","660700","1","6607001"
"Block Group 2",1202,34,5,1153,0,0,0,0,10,367,145,33,189,53,27,2,1,0,0,0,23,48,44,44,40,20,10,13,27,35,40,33,27,38,32,39,16,12,5,18,10,18,3,1,39,33,53,34,20,"17","031","660700","2","Block Group 2",11,11,37,35,35,40,42,47,41,45,10,25,11,16,21,10,9,4,367,77,30,145,97,18,"17","031","660700","2","6607002"
"Block Group 1",829,44,14,741,1,1,0,9,19,274,96,12,166,95,49,0,11,8,0,0,27,33,28,32,25,14,5,8,17,34,29,20,18,19,26,22,6,6,5,5,7,2,2,0,26,35,41,24,23,"17","031","660800","1","Block Group 1",5,4,14,33,28,32,36,34,44,35,7,6,6,11,10,5,5,2,274,66,16,113,63,16,"17","031","660800","1","6608001"
"Block Group 2",1034,93,22,905,1,1,0,2,10,342,126,15,201,76,25,5,9,2,0,0,35,30,49,47,22,14,11,12,26,42,32,17,21,34,38,19,5,14,6,7,8,7,3,4,32,44,45,48,13,"17","031","660800","2","Block Group 2",9,8,22,39,29,43,39,48,43,29,6,14,8,13,14,10,5,5,342,85,32,136,79,10,"17","031","660800","2","6608002"
"Block Group 3",1206,308,82,794,5,7,0,1,9,373,108,17,248,69,35,1,8,0,0,0,25,48,50,60,29,23,8,8,27,36,44,35,25,53,26,20,4,14,4,11,11,3,5,1,56,67,61,37,20,"17","031","660800","3","Block Group 3",12,10,29,52,43,42,34,48,35,25,16,12,6,13,20,11,7,5,373,100,31,139,81,22,"17","031","660800","3","6608003"
"Block Group 4",1105,582,53,453,0,3,0,10,4,293,111,16,166,25,14,0,2,1,1,0,7,49,41,53,25,21,10,11,25,46,51,48,35,25,30,21,7,12,8,4,14,8,3,2,39,60,52,35,20,"17","031","660800","4","Block Group 4",8,11,35,46,36,36,34,30,27,27,12,8,6,14,11,4,2,3,293,126,30,76,50,11,"17","031","660800","4","6608004"
"Block Group 5",1691,888,97,686,4,2,1,8,5,519,131,28,360,88,49,5,13,1,0,0,20,74,78,63,41,29,12,11,33,77,78,66,45,60,49,41,6,12,8,5,7,15,7,0,75,74,85,33,34,"17","031","660800","5","Block Group 5",18,13,52,87,62,59,64,61,50,30,11,13,6,10,20,5,6,6,519,171,51,117,153,27,"17","031","660800","5","6608005"
"Block Group 1",1382,180,34,1150,0,1,0,3,14,475,114,11,350,144,78,0,8,0,0,0,58,45,60,63,29,20,17,14,30,39,45,29,39,53,40,42,14,12,3,8,9,8,7,2,63,56,57,45,30,"17","031","660900","1","Block Group 1",12,16,36,57,44,51,54,53,50,48,13,7,7,11,11,11,14,8,475,93,26,188,127,41,"17","031","660900","1","6609001"
"Block Group 2",1249,67,35,1144,0,0,0,0,3,428,119,21,288,146,85,1,14,2,1,0,43,34,46,59,33,20,11,8,18,39,31,33,36,44,37,43,8,17,11,5,7,3,0,1,52,56,64,42,14,"17","031","660900","2","Block Group 2",14,9,31,58,43,49,51,34,60,47,16,15,8,10,16,7,6,3,428,91,34,168,111,24,"17","031","660900","2","6609002"
"Block Group 3",1601,183,131,1233,1,23,0,0,30,477,157,17,303,124,51,2,31,0,1,0,39,74,61,65,47,25,11,11,28,51,49,31,45,51,30,29,13,24,4,7,7,8,7,5,68,53,63,63,26,"17","031","660900","3","Block Group 3",11,15,39,63,60,56,41,70,45,49,17,23,20,10,32,31,24,39,477,109,40,215,97,16,"17","031","660900","3","6609003"
"Block Group 1",1027,33,10,975,1,4,0,0,4,323,137,69,117,40,12,0,1,2,0,0,25,30,47,42,22,27,11,6,10,25,27,19,19,27,30,26,16,10,14,11,16,7,2,1,32,35,59,35,23,"17","031","661000","1","Block Group 1",8,8,19,26,38,36,39,39,31,32,27,20,21,14,17,9,8,6,323,86,17,138,70,12,"17","031","661000","1","6610001"
"Block Group 2",863,37,2,810,6,0,0,0,8,248,113,44,91,29,6,4,3,0,0,0,16,26,29,33,25,21,11,8,19,20,21,18,25,23,23,19,13,11,5,8,10,11,5,2,35,25,41,29,17,"17","031","661000","2","Block Group 2",7,8,27,25,27,26,26,36,24,33,15,16,10,14,19,11,6,0,248,78,12,106,50,2,"17","031","661000","2","6610002"
"Block Group 3",960,21,26,892,3,2,0,4,12,327,145,14,168,53,16,0,0,1,0,0,36,33,34,34,38,15,6,6,19,27,28,24,17,31,37,28,11,7,2,6,11,2,5,3,36,19,46,26,23,"17","031","661000","3","Block Group 3",12,9,30,36,36,29,30,42,43,51,12,13,9,7,16,6,4,1,327,71,24,134,75,23,"17","031","661000","3","6610003"
"Block Group 4",1307,115,20,1151,2,8,0,0,11,403,195,16,192,75,31,2,13,1,2,0,26,49,50,67,38,23,12,3,21,50,40,34,42,37,41,34,13,8,5,5,13,3,3,1,42,45,39,40,24,"17","031","661000","4","Block Group 4",10,12,50,46,48,47,42,68,61,53,14,16,7,12,14,7,15,3,403,113,24,162,86,18,"17","031","661000","4","6610004"
"Block Group 5",1549,218,59,1252,1,10,0,0,9,545,214,28,303,92,24,1,15,1,0,0,51,54,60,77,40,31,12,11,35,43,47,49,48,42,41,34,14,16,8,11,14,8,12,4,46,53,54,35,26,"17","031","661000","5","Block Group 5",11,16,38,46,59,55,53,63,68,57,14,27,21,16,31,19,15,15,545,143,43,185,156,18,"17","031","661000","5","6610005"
"Block Group 1",1368,259,98,990,0,13,0,0,8,449,197,34,218,57,25,0,6,2,1,0,23,47,42,63,55,27,11,9,22,44,40,44,39,49,33,38,12,16,5,10,7,3,4,4,61,49,52,44,20,"17","031","661100","1","Block Group 1",12,7,31,41,63,43,37,62,53,61,22,15,13,15,10,11,8,14,449,130,38,144,126,11,"17","031","661100","1","6611001"
"Block Group 2",896,273,75,538,1,4,0,0,5,285,196,21,68,34,9,1,5,3,0,0,16,29,31,40,35,13,5,9,23,45,27,27,34,31,34,21,4,7,4,2,8,5,5,0,32,34,39,24,17,"17","031","661100","2","Block Group 2",2,10,22,32,33,32,39,37,28,27,6,9,4,7,4,6,6,7,285,115,30,84,51,5,"17","031","661100","2","6611002"
"Block Group 3",1145,311,64,750,5,3,0,1,11,317,235,24,58,29,13,0,7,0,0,0,9,47,42,62,31,14,13,5,19,35,42,34,32,47,32,40,12,4,6,8,6,7,0,2,39,58,55,32,19,"17","031","661100","3","Block Group 3",11,4,17,35,43,37,44,56,49,49,13,8,4,8,7,5,4,8,317,113,39,98,49,18,"17","031","661100","3","6611003"
"Block Group 4",1301,886,83,311,0,10,0,6,5,305,243,28,34,17,2,0,10,1,0,0,4,68,69,70,29,17,10,6,26,42,61,58,53,36,26,19,6,14,2,10,3,2,5,5,55,70,69,34,19,"17","031","661100","4","Block Group 4",11,12,34,46,49,58,60,39,24,25,15,13,3,2,9,5,7,5,305,165,23,65,44,8,"17","031","661100","4","6611004"
"Block Group 5",1832,1352,151,321,0,5,0,1,2,413,305,62,46,22,4,0,5,2,1,0,10,95,87,89,50,30,9,16,45,68,78,94,56,50,47,44,9,8,10,5,6,10,8,9,91,93,89,44,25,"17","031","661100","5","Block Group 5",11,15,46,71,75,76,56,50,53,31,7,14,6,8,9,11,12,16,413,232,37,85,46,13,"17","031","661100","5","6611005"
"Block Group 1",751,20,4,719,2,3,0,0,3,166,31,33,102,92,44,0,8,1,0,0,39,36,26,36,15,13,10,12,11,19,16,19,27,46,35,16,8,6,3,4,10,5,2,4,29,27,23,28,12,"17","031","670100","1","Block Group 1",7,4,21,26,24,28,21,30,25,16,6,11,3,5,10,7,5,4,166,16,24,89,27,10,"17","031","670100","1","6701001"
"Block Group 2",765,12,5,734,3,0,0,0,11,235,55,23,157,122,53,0,20,2,1,0,46,33,19,36,23,12,5,5,11,27,12,11,12,19,22,23,5,10,5,4,7,12,5,3,44,38,27,22,15,"17","031","670100","2","Block Group 2",4,9,26,27,34,19,22,30,40,18,10,15,5,6,14,9,3,7,235,46,14,111,58,6,"17","031","670100","2","6701002"
"Block Group 1",1380,34,0,1327,0,2,0,1,16,390,73,54,263,191,68,0,16,3,0,0,104,60,60,63,47,23,15,12,29,48,34,33,47,37,31,27,14,13,10,9,16,12,11,7,61,71,63,44,25,"17","031","670200","1","Block Group 1",13,6,29,63,51,24,40,52,49,33,12,15,9,11,17,15,11,8,390,69,39,176,82,24,"17","031","670200","1","6702001"
"Block Group 1",503,25,2,457,1,5,0,2,11,156,36,22,98,94,26,3,22,8,0,0,35,22,24,18,16,13,3,5,5,17,11,5,14,15,17,10,6,4,5,10,6,2,1,1,15,21,19,18,8,"17","031","670300","1","Block Group 1",4,2,19,26,11,14,21,21,18,15,2,5,9,3,7,7,8,0,156,29,17,71,31,8,"17","031","670300","1","6703001"
"Block Group 2",908,26,12,860,0,0,0,4,6,266,80,27,159,119,50,1,25,10,1,0,32,30,31,39,20,12,5,9,14,27,16,26,35,40,24,18,7,7,4,11,11,5,1,0,33,35,34,39,19,"17","031","670300","2","Block Group 2",6,7,20,34,40,35,34,40,38,26,14,15,4,11,13,11,7,1,266,50,27,118,63,8,"17","031","670300","2","6703002"
"Block Group 1",1956,130,6,1809,0,2,0,0,9,554,182,65,307,141,35,0,11,8,2,0,85,69,82,80,71,43,24,8,41,69,46,62,55,57,53,54,12,29,10,16,16,8,7,2,67,86,84,60,53,"17","031","670400","1","Block Group 1",14,16,40,57,57,66,72,59,65,55,30,33,18,24,27,31,18,10,554,116,54,258,100,26,"17","031","670400","1","6704001"
"Block Group 1",1321,55,5,1236,2,0,0,0,23,361,124,54,183,89,17,2,11,6,0,0,53,43,53,68,44,31,12,11,26,48,44,34,25,32,35,33,11,21,12,9,13,6,7,2,50,57,57,34,26,"17","031","670500","1","Block Group 1",6,9,36,47,46,43,39,46,38,27,16,27,16,20,20,25,10,6,361,88,40,152,74,7,"17","031","670500","1","6705001"
"Block Group 1",1012,23,0,980,1,1,0,0,7,275,92,43,140,48,8,0,12,3,0,0,25,41,31,26,20,27,15,12,18,30,32,24,37,38,32,27,8,8,8,10,7,5,5,4,37,35,49,24,22,"17","031","670600","1","Block Group 1",11,7,34,30,24,20,33,51,39,28,17,6,9,14,26,15,2,14,275,33,37,148,47,10,"17","031","670600","1","6706001"
